candidata,ofensa,ofensivo,canddef
Janaina Paschoal | Senado | São Paulo,@JanainaDoBrasil Que nojo dessa mulher. Vejam a bagunça que ele ajudou a fazer no país,SIM,Janaina Paschoal
Janaina Paschoal | Senado | São Paulo,"@JanainaDoBrasil Vc própria, é sua maior opositora,sua postura muito feia!",SIM,Janaina Paschoal
Janaina Paschoal | Senado | São Paulo,"@OGloboPolitica O maior erro foi dar o golpe na Dilma.
Chupa, lambe botas de milicos burros.
@JanainaDoBrasil 
Só se for do Brasil dos oportunistas.",NÃO,Janaina Paschoal
Janaina Paschoal | Senado | São Paulo,"@JanainaDoBrasil Vai chorar na cama, dia 3 de outubro.",SIM,Janaina Paschoal
Janaina Paschoal | Senado | São Paulo,"#RodrigoGarciaZero Malditos, covardes. @rodrigogarcia_ @carlaopignatari @DelegadoOlim @hoc111 @JanainaDoBrasil @PrCarlosCezar @PSDBoficial @PSDB_SP @cauemacris @DepFernandoCury @gilmacisantos10 https://t.co/vPRHsZV4fb",NÃO,Janaina Paschoal
Janaina Paschoal | Senado | São Paulo,"@JanainaDoBrasil Mais uma declaração imbecil! Não é possível que vc não tenha uma assessoria,um marido, alguém que a impeça de falar tanta bobagem!
Agora,nesta reta final, ficou evidente o despreparo para quaisquer tipo de cargo.",SIM,Janaina Paschoal
Janaina Paschoal | Senado | São Paulo,"@JanainaDoBrasil Será uma vitória do Brasil
Poder ficar livre do Bozo e da Jana louca golpista",SIM,Janaina Paschoal
Janaina Paschoal | Senado | São Paulo,"@JanainaDoBrasil Isso, veja a história de cada qual, não só do Lula. Imóveis em dinheiro vivo, denúncias de corrupção na compra de vacina para Covid, 28 anos de rachadinha. Qual a diferença entre Lula e Bolsonaro?",NÃO,Janaina Paschoal
Janaina Paschoal | Senado | São Paulo,@pauloeneas @JanainaDoBrasil Que vergonha. Comphia !,NÃO,Janaina Paschoal
Janaina Paschoal | Senado | São Paulo,"@JanainaDoBrasil Sempre achei q vc fosse exatamente isso q é, uma louca desprezível.",SIM,Janaina Paschoal
Janaina Paschoal | Senado | São Paulo,"@JanainaDoBrasil Passou dos 60 não pode ser presidente principalmente ladrões.Nem mula nem burronaro.
Essa plataforma está restringindo a liberdade de expressão. O diálogo é o caminho. E estamos sendo podados amordaçados com nossas idéias e opiniões",NÃO,Janaina Paschoal
Janaina Paschoal | Senado | São Paulo,@CarlosC03315184 @Yasannyaminnye @JanainaDoBrasil Só tem um jeito do lulaladrão ganhar. É na fraude. Não seremos mais um EUA de 2020. Pode acreditar 👍 https://t.co/Z9Db2rjBnh,NÃO,Janaina Paschoal
Janaina Paschoal | Senado | São Paulo,"@d_e_z_a_ @JanainaDoBrasil Bem faz vc, que pelo que estou vendo, deve defender um bandido. Quem em sã consciência vai matar alguém em plena pandemia. Vcs são um bando de oportunistas. Qual seria o interesse de um presidente fazer isso? Deveria ter vergonha em falar isso…",NÃO,Janaina Paschoal
Janaina Paschoal | Senado | São Paulo,"@JanainaDoBrasil O seu voto é dado por sua correção e integridade. Sua capacidade já conhecemos há longos anos na área jurídica. O Brasil necessita de mulheres honestas de princípio, moralidade atributos da nobre doutora. Vamos para frente o Brasil acima de tudo e Deus as cima de  todos.",NÃO,Janaina Paschoal
Janaina Paschoal | Senado | São Paulo,"@JanainaDoBrasil Junte-se  ao frota, Joyce e tantos outros frouxos que não  aguentaram meia volta na porca e espanaram.
Todos sabiam a dificuldade em tirar o PT, mas resolveram trair a pátria.
Dória te espera na vida PRIVADA",SIM,Janaina Paschoal
Janaina Paschoal | Senado | São Paulo,"@JanainaDoBrasil Redução de parlamentares significa aumento de corrupção e facilidade de negociata. O que deveríamos discutir é a dissolução dos salários e privilégios dos parlamentares para aumentar o número de representantes e, assim, dificultar a compra de votos obscuros.",NÃO,Janaina Paschoal
Janaina Paschoal | Senado | São Paulo,@JanainaDoBrasil Mas nao duvido...tu é doida igual a ele.,SIM,Janaina Paschoal
Janaina Paschoal | Senado | São Paulo,"@JanainaDoBrasil Vote em projeto não em pessoas! Bolsonaro e Lula são só uma parte de todo um congresso, um projeto político, nenhum deles representam o ideal. Mas veja de qual lado seus valores, sua moral, sua educação e indole está, e vote! Não se trata de Lula e Bolsonaro, se trata de projeto!",NÃO,Janaina Paschoal
Janaina Paschoal | Senado | São Paulo,"@JanainaDoBrasil Ninguém acha estranho, eleição majoritária é muito diferente, existe muitos outros fatores envolvidos que a sra. não teve alcance para entender. Pena . Agora é tarde. Não adianta chorar.",NÃO,Janaina Paschoal
Janaina Paschoal | Senado | São Paulo,"@JanainaDoBrasil Não acredito em m Ipec o antigo Ibope que falava que Bolsonaro perdia p todos, não amada só vc acredita e a velha mídia",NÃO,Janaina Paschoal
Janaina Paschoal | Senado | São Paulo,"@JanainaDoBrasil Estúpida de merda você vai ser varrida junto a sua infeliz existência pro esgoto...
Imbecil",SIM,Janaina Paschoal
Janaina Paschoal | Senado | São Paulo,"@madubo17 @JanainaDoBrasil E pra deputado tem outros do NOVO tão preparados qt ele em SP, se vc ainda não tiver candidato

Considere pra federal a @MoRosenbergSP 3077 (especialista em combate à corrupção)

E estadual o @leosiqueirabr 30600 economista, doutorando no Insper

Ambos zero de fundão",NÃO,Janaina Paschoal
Janaina Paschoal | Senado | São Paulo,"@JanainaDoBrasil Eu avisei que vc não iria ganhar e que sua derrota seria ridícula. 🤣🤣🤣
Entenda: o Bolsonaro não foi eleito por sua causa. Foi exatamente o contrário. Traíra.",SIM,Janaina Paschoal
Janaina Paschoal | Senado | São Paulo,@4fd558a7be4d4aa @Tati040484 @JanainaDoBrasil Vocês não tem problema de vista. Tem problema de interpretação de texto.,SIM,Janaina Paschoal
Janaina Paschoal | Senado | São Paulo,"@JanainaDoBrasil Janaína, vi sua entrevista na UOL e te admirei mais ainda. Independente da eleição desse ano, peço que releve o erro do atual governo em apoiar outra candidatura. Você é correta, jovem e será um dos pilares de firmeza para apoiar governos íntegros e combater governos corruptos.",NÃO,Janaina Paschoal
Janaina Paschoal | Senado | São Paulo,"@JanainaDoBrasil Golpista maldita, o país te ouviu e deu no que deu... Tua voz vai fazer eco na lixeira da História.",SIM,Janaina Paschoal
Janaina Paschoal | Senado | São Paulo,@JanainaDoBrasil Chancela um padre corrupto … e vem levantar a bandeira do combate à corrupção … eh mto errado o que vc faz,SIM,Janaina Paschoal
Janaina Paschoal | Senado | São Paulo,"@JanainaDoBrasil Medão que Lula, o favorito, goste da idéia??
Se preocupa não... O bicho-papão comunista vive só na sua cabeça, ninguém do novo governo vai atropelar as instituições democráticas. Como nunca atropelaram antes, tá lembrada? Pois é.",NÃO,Janaina Paschoal
Janaina Paschoal | Senado | São Paulo,@DornellasWal @JanainaDoBrasil Talvez agrade aos apoiadores do ladrão. Toma vergonha nessa cara e pense nas crianças que não podem herdar essa catástrofe chamada PT e seus petralhas,NÃO,Janaina Paschoal
Janaina Paschoal | Senado | São Paulo,@JanainaDoBrasil Tu é doida... não conta...,SIM,Janaina Paschoal
Janaina Paschoal | Senado | São Paulo,@JanainaDoBrasil Mas tu é uma rata msm né? Não pode ver uma vergonha que já quer passar junto. Oxalá nunca mais ouça seu nome atrelado a política em nenhum nível do poder. Rata.,SIM,Janaina Paschoal
Janaina Paschoal | Senado | São Paulo,@JanainaDoBrasil Vc ainda é candidata? Pensei que tivesse tomado vergonha.....,SIM,Janaina Paschoal
Janaina Paschoal | Senado | São Paulo,@JanainaDoBrasil Vc continua ridícula… lamentável 😞,SIM,Janaina Paschoal
Janaina Paschoal | Senado | São Paulo,"@JanainaDoBrasil Não podemos dividir o centro direita, poderia ter sido candidata a Deputada Federal,ou ter se entendido com o presidente Bolsonaro,  tem que eleger o Senador para o apoio do Presidente!",NÃO,Janaina Paschoal
Janaina Paschoal | Senado | São Paulo,"@JanainaDoBrasil Eu também, mas voto 22 não sou traidor, nem me movo pelas circunstâncias. Olho o tempo e não o momento. Qto a você, vais ver que não tinhas voto, eles foram nos que demos por não saber em quem votar e para fazer legenda, vc e a peppa tem de ser extirpadas da política, são falsas.",SIM,Janaina Paschoal
Janaina Paschoal | Senado | São Paulo,@LuizHen66024962 @JanainaDoBrasil Um jumento que nunca fez nada como ministro. Cadê a vacina que esse jegue disse que estava devolvendo?,NÃO,Janaina Paschoal
Janaina Paschoal | Senado | São Paulo,"@JanainaDoBrasil A senhora mereçe a lata de lixo da historia pelo q provocou ao brasil! ! Mas ao menos, no seu mandado tentou ser correta e os q la entraram agora, sao piores e canalhas! Á eles, eu condeno ao inferno!",SIM,Janaina Paschoal
Janaina Paschoal | Senado | São Paulo,"@wesley_mamute @JanainaDoBrasil O próprio bundão do Tarcísio ficou do lado da Verba Magalhães, ao ponto de se humilhar ao ligar pra ela para pedir desculpas. 
O pior foi ele chamar o Douglas de imbecil, e pedir a cabeça dele na ALESP.",NÃO,Janaina Paschoal
Janaina Paschoal | Senado | São Paulo,"@direitasiqueira @JanainaDoBrasil Quando a pessoa está largada às traças, posta qualquer m...pra ter engajamento. Ela poderia ter dito: podem falar o que quiser, mas eu gosto do marreco. Mas ele tb está desmoralizado. Então tá",SIM,Janaina Paschoal
Janaina Paschoal | Senado | São Paulo,"@JanainaDoBrasil Parabém pela postura “sem vitimismo “ e disso q o Brasil precisa , respeito a democracia",NÃO,Janaina Paschoal
Janaina Paschoal | Senado | São Paulo,@JanainaDoBrasil Leva o padreco do rascunho do mapa do inferno da terra plana pra você! Combinam o padre fake e a louca da bandeira!,SIM,Janaina Paschoal
Janaina Paschoal | Senado | São Paulo,@JanainaDoBrasil vc é muito ridícula,SIM,Janaina Paschoal
Janaina Paschoal | Senado | São Paulo,"@JanainaDoBrasil Que bom que você vai sair da política e voltar pro ostracismo do esgoto de onde nunca deveria ter saído. Vai entrar para os livros de história com essa imagem, envergonhando qualquer um de sua descendência, seja lá quem tiver esse azar. https://t.co/V7YmIxwN9D",SIM,Janaina Paschoal
Janaina Paschoal | Senado | São Paulo,"@JanainaDoBrasil Que trabalho, Deputada inútil?
Passou quatro anos sem fazer nada.",SIM,Janaina Paschoal
Janaina Paschoal | Senado | São Paulo,"@Lili_afns @JanainaDoBrasil Gente do céu, mas como gosta de passar vergonha essa senhora..🤣🤣🤣",SIM,Janaina Paschoal
Janaina Paschoal | Senado | São Paulo,"@JanainaDoBrasil Quer apostar um fardinho de Brahma?
Vc não tem chance nem de chegar em segundo.

Vai ficar pelo menos 2 anos sem mamar no dinheiro público",SIM,Janaina Paschoal
Janaina Paschoal | Senado | São Paulo,@FabioSallum @JanainaDoBrasil Menos eu que pagava as mordomias desse ladrão,NÃO,Janaina Paschoal
Janaina Paschoal | Senado | São Paulo,"@JanainaDoBrasil Piada é em pleno 2022 a Amada ficar com mimimi pq o povo escolheu Marcos Pontes e não vossa senhoria, querida põe uma coisa nessa cabeçinha que Deus te deu, o povo acordouuuuuuu.",SIM,Janaina Paschoal
Janaina Paschoal | Senado | São Paulo,@JanainaDoBrasil viche.... bolsominions vão à loucura..kkkkkkkkkk,NÃO,Janaina Paschoal
Janaina Paschoal | Senado | São Paulo,"@JanainaDoBrasil #CCJinutildosenado
Mais 600
#SenadoExoneraOPGR
Olhem o que a reforma da previdência social realizada por FHC,Bozo e Guedes não vê.Aplaudida condecorada no congressinho corrupto
Muito menos está sociedade corrupta que não enxergam o povo brasileiro num todo",NÃO,Janaina Paschoal
Janaina Paschoal | Senado | São Paulo,@JanainaDoBrasil Vc não se cansa de passar vergonha. Pensasse antes de trair quem te elegeu …… surfou tanto na onda que caiu e morreu afogada. #thauquerida,SIM,Janaina Paschoal
Janaina Paschoal | Senado | São Paulo,"@JanainaDoBrasil Tá  gostoso ver tua dor de corno pq não foi eleita!!
Devia ter pensado melhor antes de trair o povo q acreditou em vc. Agora, só  te resta chupar essa manga!",SIM,Janaina Paschoal
Janaina Paschoal | Senado | São Paulo,"@JanainaDoBrasil Você só gosta de merda, bicho. Nunca foi novidade",SIM,Janaina Paschoal
Janaina Paschoal | Senado | São Paulo,"@JanainaDoBrasil Passou dos 60 Gagás n podem ser presidente principalmente PicaretaS ladrões.Nem mula nem burronaro.
Essa plataforma está restringindo a liberdade de expressão.O diálogo é o caminho.E estamos sendo podados amordaçados com nossas idéias opiniões
Repressão e sensura
Democracia cadê.",NÃO,Janaina Paschoal
Janaina Paschoal | Senado | São Paulo,"@JanainaDoBrasil E pensar que esse jumento já foi presidente da República! Aliás, chamá-lo assim é uma ofensa aos animais!",NÃO,Janaina Paschoal
Janaina Paschoal | Senado | São Paulo,"Toma vergonha, @JanainaDoBrasil!💩 https://t.co/hPC2jfNvtp",SIM,Janaina Paschoal
Janaina Paschoal | Senado | São Paulo,@JanainaDoBrasil Mais é nunca! Tá doida é??,SIM,Janaina Paschoal
Janaina Paschoal | Senado | São Paulo,"@beba_gomes @liz_diholanda @JanainaDoBrasil Fala sério, você já ouviu o candidato de Bolsonaro em São Paulo chamar Lula de ex-presidiário e fala que o Haddad tem suspeitas de corrupção, Tarcísio será candidato a presidente da República do Brasil no futuro com apoio do Bolso. Você acha mesmo que o  teatro da tesoura acabou. https://t.co/AXevIIVDX9",NÃO,Janaina Paschoal
Janaina Paschoal | Senado | São Paulo,@Charles55515053 @JanainaDoBrasil A solução é propor merda e correr o risco de eleger Lula?,NÃO,Janaina Paschoal
Janaina Paschoal | Senado | São Paulo,@JanainaDoBrasil Na globo merda ninguém vê deputada. Fica esperta. Gosto da senhora e só não voto em ti por que sou de Minas Gerais. Abraços https://t.co/OjUknZhfTH,NÃO,Janaina Paschoal
Janaina Paschoal | Senado | São Paulo,"@JanainaDoBrasil E quem quer te ver na tv, assombração do inferno.",SIM,Janaina Paschoal
Janaina Paschoal | Senado | São Paulo,@JanainaDoBrasil Meu voto seguramente é SEU Janaina... Até por dívida moral por ter contribuido a tirar aquela incompetente! Hora de retribuir o favor que fizeste ao Brasil. #SenadoraVote287JanainaDoBrasil,NÃO,Janaina Paschoal
Janaina Paschoal | Senado | São Paulo,@JanainaDoBrasil Tua turma é toda assim (tem desvio moral e psicológico),SIM,Janaina Paschoal
Janaina Paschoal | Senado | São Paulo,@JanainaDoBrasil O IPEC deve ser do luladrão kkkk,NÃO,Janaina Paschoal
Janaina Paschoal | Senado | São Paulo,"@MarahSouzahh @JanainaDoBrasil Janaína é inteligente, jamais torceria pro ladrão. Ela tá magoada, triste e com razão. 
Ela sabe q é nossa última chance.
Ela não vai perder essa oportunidade de tentar tirar o larápio.",NÃO,Janaina Paschoal
Janaina Paschoal | Senado | São Paulo,"@Leoreisrc @JanainaDoBrasil Quem anda por cabeça dos outros é piolho. Época de eleição só vimos  corruptos, condenados, procurando denegrir a imagem dos seus adversários. Caluniam, mentem, não pelo bem do povo, mas por seus bolsos que até pra enganar o povo besta,não usam o dinheiro deles, mas o nosso!",NÃO,Janaina Paschoal
Janaina Paschoal | Senado | São Paulo,"@JanainaDoBrasil Deputada, a senhora aceitaria um cargo num eventual governo do @tarcisiogdf ? A senhora na Secretaria de Justiça , poderia desempenhar um excelente papel.",NÃO,Janaina Paschoal
Janaina Paschoal | Senado | São Paulo,@JanainaDoBrasil São pilantras,SIM,Janaina Paschoal
Janaina Paschoal | Senado | São Paulo,"@JanainaDoBrasil Ai o cara vai lá, vota 287, divide os votos e o Márcio França ganha.
Senado não tem segundo turno porra! Você tá em terceira, pega e apoia logo o 222 para garantir que não vai dar esquerdista eleito!",NÃO,Janaina Paschoal
Janaina Paschoal | Senado | São Paulo,@JanainaDoBrasil Miguel Reale Júnior faz vista grossa para corrupção e lavagem de dinheiro. É só isso por hoje. 👎,NÃO,Janaina Paschoal
Janaina Paschoal | Senado | São Paulo,@Belzebu__666 @JanainaDoBrasil Passa vergonha no débito e no crédito,SIM,Janaina Paschoal
Janaina Paschoal | Senado | São Paulo,@JanainaDoBrasil Vc querendo falar algo para Lula? kkkkkkkkkkkkkk Vc é só mais um escrota apoiadora do genocida do bozo. vai se fuder!!! não tem moral para falar nada sobre Lula. Lixo!,SIM,Janaina Paschoal
Janaina Paschoal | Senado | São Paulo,@JanainaDoBrasil @astro_pontes Colocar a culpa do próprio fracasso nos outros dra.?,SIM,Janaina Paschoal
Janaina Paschoal | Senado | São Paulo,"@JanainaDoBrasil Não desiste, não, Janaína. Fica até o final pra passar muita vergonha com os teus 5% das intenções de voto. Você vai ser lembrada para sempre como uma das responsáveis pela maior farsa da redemocratização brasileira. Domingo você volta pro lixo da história. Já foi tarde.",SIM,Janaina Paschoal
Janaina Paschoal | Senado | São Paulo,@JanainaDoBrasil Simplesmente doida... fora Janaína!!!!,SIM,Janaina Paschoal
Janaina Paschoal | Senado | São Paulo,"@JanainaDoBrasil N poderíamos esperar nada diferente… domingo vc vai ficar para a história política dos fracassados! 
O cara não consegue ler corretamente uma pergunta fórmulada pela equipe do bozo….",SIM,Janaina Paschoal
Janaina Paschoal | Senado | São Paulo,@JanainaDoBrasil O senado federal não tem espaço para doida.,SIM,Janaina Paschoal
Janaina Paschoal | Senado | São Paulo,"@JanainaDoBrasil Vá pastar, louca!!!",SIM,Janaina Paschoal
Janaina Paschoal | Senado | São Paulo,"@Claudia1050 @Marttsilv @canalhabelga @ALEXANDRERODO12 @JanainaDoBrasil Não adianta ficarem aí passando pano. São fatos:

- Ele realmente disse que comeria CARNE HUMANA

- Ele e a esposa fazem sinal de chifre com a mãos o tempo todo

- O símbolo da Maçonaria faz arminha e 22 com as mãos, como na Campanha do Bolsonaro (que se diz Cristão)

E o aborto? https://t.co/828c7EJoTR",NÃO,Janaina Paschoal
Janaina Paschoal | Senado | São Paulo,@JanainaDoBrasil NÃO. você é uma farsa. uma louca. uma cretina. etc,SIM,Janaina Paschoal
Janaina Paschoal | Senado | São Paulo,"@AdolfoZiurkelis @JanainaDoBrasil vc é maluco ou oq? o cara nem padre é, se 5% das merdas que ele falou forem verdade é muito",NÃO,Janaina Paschoal
Janaina Paschoal | Senado | São Paulo,"@Tati040484 @hellendayane7 @JanainaDoBrasil É bem capaz da esquerdista dizer que o que vc publicou, não é o que estamos vendo 😒",SIM,Janaina Paschoal
Janaina Paschoal | Senado | São Paulo,"@JanainaDoBrasil Vergonha pedir votos em nome de um dos piores presidentes da história do país. Mais vergonha ainda é lembrar do teu choro na comissão de impeachemeant da Dilma. Ajudaste a destruir o Brasil. Dorme com essa, querida!",SIM,Janaina Paschoal
Janaina Paschoal | Senado | São Paulo,"@JanainaDoBrasil Quanta maluquice, mulher! Será que vc não enxerga que ninguém mais te suporta? Ninguém quer te ver na política. Vamos te tirar. Vc teve sua chance e jogou fora com sua falsidade e projetos próprios de poder. Vc é doida ou se faz de doida, não é possível que seja tão alienada.",SIM,Janaina Paschoal
Janaina Paschoal | Senado | São Paulo,"@JanainaDoBrasil Jana, me explica essa mania de falar de liberdade individual?
Vai querer liberar uso de m*conha, cocaína, LSD, aborto, SBT, Record, dirigir sem habilitação, dirigir embriagado??? Hum???
Que liberdade individual é essa, Jana?",NÃO,Janaina Paschoal
Janaina Paschoal | Senado | São Paulo,@JanainaDoBrasil perdeu demônio! perdeu sua merda perdeu filha do cabrunco. volta pro ostracismo sua bosta,SIM,Janaina Paschoal
Janaina Paschoal | Senado | São Paulo,"@JanainaDoBrasil Amada, vc vai perder e vai perder feio, se poupe de passar mais vergonha do q vc já passou nos últimos 4 anos...",SIM,Janaina Paschoal
Janaina Paschoal | Senado | São Paulo,"@JanainaDoBrasil A velha e traquejada esquerda, como sempre unida, assiste sorrindo e agradece à briga, à desunião e às cabeçadas da nossa jovem e imberbe direita.
Fiquem bem !",NÃO,Janaina Paschoal
Janaina Paschoal | Senado | São Paulo,@JanainaDoBrasil Tá sentido o peso das suas canalhices né ?! Colaborou para por nosso país neste abismo e agora a tua fatura chegou . Ficou do lado errado da história com tua ganância e se deixou ser usada  por gente tão ruim e canalha quanto VC .  Agora chupa essa manga azeda e não reclama !,SIM,Janaina Paschoal
Janaina Paschoal | Senado | São Paulo,@JanainaDoBrasil Janaína. Você enfiou uma âncora nos 80 e não consegue tirar . Vai se tratar garota a guerra já acabou faz anos esse terrorismo anacrônico que você e seus colegas praticam é tão bobo e não lhe traz votos.,SIM,Janaina Paschoal
Janaina Paschoal | Senado | São Paulo,"@JanainaDoBrasil @astro_pontes É uma vergonha tamanho desrespeito para com a deputada. Comentários tipicamente misógino para tentar intimidá-la a não concorrer ao Senado, porque sabe da sua capacidade e força para chegar lá. Talvez, por medo de alguém independente sem qualquer processo chegar ao senado!",NÃO,Janaina Paschoal
Janaina Paschoal | Senado | São Paulo,@julio_c_barros @JanainaDoBrasil Como uma Deputada Estadual atrapalhou o Presidente??  Foi ela quem indicou dois petistas ao STF?  Foi quem colocou um PGR brother do José Dirceu cidadão??  Cria vergonha na cara e para endeusar político cacete.,NÃO,Janaina Paschoal
Janaina Paschoal | Senado | São Paulo,"@JanainaDoBrasil E vc acredita no IPEC, data folha, XP? Os caras estão descaradamente apoiando o ladrão de 9 dedos... Pelo amor de Deus, Janaína.",SIM,Janaina Paschoal
Janaina Paschoal | Senado | São Paulo,@JanainaDoBrasil Eu achava que os petistas eram cegos e idiotas até conhecer os bolsonaristas,NÃO,Janaina Paschoal
Janaina Paschoal | Senado | São Paulo,"@JanainaDoBrasil AMADA KKKK o Miguel Reale hoje declarou apoio ao LULA, acho que nem seu marido e filhos votariam em você 
Triste fim!!! Mas seu desejo de crescer a levou a fracasso vergonhoso, aprenda doutora, não adianta achar é necessário provar dentro do devido processo legal.
O esquecimento",SIM,Janaina Paschoal
Janaina Paschoal | Senado | São Paulo,@JanainaDoBrasil Governo Bolsonaro pagou simplesmente R$6 bilhões do orçamento secreto para deputados do Centrão se reelegerem. É o maior pix de corrupção da história! 01/012023 tic tac tic tac tic tac o ano que vem o gado vai conhecer o bolsonaro https://t.co/r2928e6nl0,NÃO,Janaina Paschoal
Janaina Paschoal | Senado | São Paulo,@JanainaDoBrasil Até mesmo tem terminar de gastar o fundo eleitoral destinada a sua campanha por um questão moral né ?,SIM,Janaina Paschoal
Janaina Paschoal | Senado | São Paulo,@o_antagonista @JanainaDoBrasil @LulaOficial Por isso que não teve apoio do governo. É burra em acreditar nas pesquisas Fakes.,SIM,Janaina Paschoal
Janaina Paschoal | Senado | São Paulo,@RoLuchsinger @JanainaDoBrasil Essa demonia da Janaina pede voto pro bolsobosta! Curuis.,SIM,Janaina Paschoal
Janaina Paschoal | Senado | São Paulo,"@JanainaDoBrasil Em pleno 2022 ano de copa, os políticos não se comportam como adultos e os brasileiros gostam de votar em ladrão...",NÃO,Janaina Paschoal
Janaina Paschoal | Senado | São Paulo,@RubensNunesMBL @JanainaDoBrasil Ela consegue ser tão burra quanto vocês do MBL....,SIM,Janaina Paschoal
Janaina Paschoal | Senado | São Paulo,@JanainaDoBrasil Vai mamar no bode pois nem a constituição vcs respeitam. Seus lixos!!!***,SIM,Janaina Paschoal
Janaina Paschoal | Senado | São Paulo,"@JanainaDoBrasil Você é uma tremenda de uma safada, sua retardada",SIM,Janaina Paschoal
Janaina Paschoal | Senado | São Paulo,@JanainaDoBrasil Aumenta a dose de semancol porque a coisa tá é feia.,SIM,Janaina Paschoal
Janaina Paschoal | Senado | São Paulo,@CarlosC03315184 @Yasannyaminnye @JanainaDoBrasil Quer falar em ódio? Deixa de ser imbecil. Vai estudar história. https://t.co/fyUjnsfKR1,SIM,Janaina Paschoal
Janaina Paschoal | Senado | São Paulo,@JanainaDoBrasil Vc costuma gostar de merda mesmo.,SIM,Janaina Paschoal
Janaina Paschoal | Senado | São Paulo,"@JanainaDoBrasil Doido igual a vc, gente doida conhece e gosta de gente mal educada e doida.",SIM,Janaina Paschoal
Janaina Paschoal | Senado | São Paulo,"@JanainaDoBrasil Bolsonaro armando um golpe no STF e vc aponta pra outro?
Como outro?
Quem tá armando é Bolsonaro.
Mania ridícula de manipular informação. 😡",NÃO,Janaina Paschoal
Janaina Paschoal | Senado | São Paulo,@FederalAgent7 @JanainaDoBrasil Acredito q nem para Deputada federal ela se elegeria. Fez muita 💩 na ALESP. https://t.co/L5UawyQtVP,SIM,Janaina Paschoal
Janaina Paschoal | Senado | São Paulo,"@JanainaDoBrasil Amada, vc não aprendeu nada com os bolsominions? Eles são ditadores de ideias e de costumes. Se pensar diferente não faz parte do gado.",NÃO,Janaina Paschoal
Janaina Paschoal | Senado | São Paulo,"@JanainaDoBrasil Por essas e por outras que vou de Marcos Pontes, Deputado Estadual que achava que era Federal,agora quer ser Senadora,quando podia ser Deputada Federal e levar mais alguns, resumindo não será nada.",NÃO,Janaina Paschoal
