candidata,ofensa,ofensivo,canddef
Janaina Paschoal | Senado | São Paulo,@JanainaDoBrasil @silvioluiz Não. Até pq essa mulher não fez nada de bom. Agora vai puxar a carta do vitimismo?,NÃO,Janaina Paschoal
Janaina Paschoal | Senado | São Paulo,"@Fabi10carlos @JanainaDoBrasil Vc é burro ou tá fingindo ?
Nulo não é isenção, estou me posicionando contra os dois merdas que criaram essa polarização.
Ter duas merdas de opção, não me faz obrigado a escolher uma delas !!
Continuarei cobrando a coisa certa de qualquer um que vencer.",NÃO,Janaina Paschoal
Janaina Paschoal | Senado | São Paulo,"@JanainaDoBrasil Vc é louca. 

Vote 222",SIM,Janaina Paschoal
Janaina Paschoal | Senado | São Paulo,@JanainaDoBrasil Você foi covarde de não ter enfrentado  bolsonaro. Não teve a mesma valentia que “enfrentou” o pt para enfrentar o bolsonaro. Ainda mais sabendo que Bozo fez muito pior.,SIM,Janaina Paschoal
Janaina Paschoal | Senado | São Paulo,@JanainaDoBrasil Um é Ladrão mais que provado! e o outro é um idiota completo..não serve nem pra Cabo!!!,NÃO,Janaina Paschoal
Janaina Paschoal | Senado | São Paulo,@JanainaDoBrasil Sua doida,SIM,Janaina Paschoal
Janaina Paschoal | Senado | São Paulo,"@jacobus_sa @marciapira @Cecilia63560549 @Ricardo38972531 @JanainaDoBrasil Já que vc é o tradutor de textos técnicos de engenharia, deve saber calcular.kkkkk acredito que não saiba nem a aplicação na vida cotidiana, de cálculos integrais  diferenciais, nem ouviu falar sequer um dia o que sólido de revolução, deve achar que e coisa de comunista.kkkkkkkkk",NÃO,Janaina Paschoal
Janaina Paschoal | Senado | São Paulo,"@JanainaDoBrasil 0 sirpresa, ne filha? O inferno os aguarda....",SIM,Janaina Paschoal
Janaina Paschoal | Senado | São Paulo,@JanainaDoBrasil Pode chorar que está liberado,NÃO,Janaina Paschoal
Janaina Paschoal | Senado | São Paulo,@JanainaDoBrasil Que absurdo. Pior de tudo é saber que a equipe médica ficará isenta desse crime. País de merda.,NÃO,Janaina Paschoal
Janaina Paschoal | Senado | São Paulo,@luisbr1974 @JanainaDoBrasil Ainda tem jumento que vota nesse ladrão,NÃO,Janaina Paschoal
Janaina Paschoal | Senado | São Paulo,"@JanainaDoBrasil Isso fala muito por quem vc realmente é, MIMADA, apenas isso . Fez merda falando para o PR ser retirado do cargo urgente durante a pandemia e pagou o preço pela boca grande . Não volte a política mesmo não, o Brasil precisa apenas dos fortes e que querem o Brasil melhor …",SIM,Janaina Paschoal
Janaina Paschoal | Senado | São Paulo,"@JanainaDoBrasil Todas as pessoas de bem gostam do padre, pq ele fala na cara do ladrão que ele é ladrão e deveria estar preso.",NÃO,Janaina Paschoal
Janaina Paschoal | Senado | São Paulo,"@leonardosimoni @RaiFDts @GLADYSARRUDA @JoseAdaisio @JanainaDoBrasil merda, é isso mesmo. Acabou as frases prontas, e tudo que vc ouviu da boca dos outros, e agora vc está partindo pra ofensa. esperar o que de covardes",SIM,Janaina Paschoal
Janaina Paschoal | Senado | São Paulo,"@JanainaDoBrasil Amada,deixe eu dizer uma coisa pra vc,na vida a gente tem que respeitar e ser grato a quem nos ajudou. Trair,é um ato covarde e imperdoável. Tudo isso pra dizer a vc que reveja seus conceitos,aceite a derrota e aprenda com os acertos,pra não errar novamente.",SIM,Janaina Paschoal
Janaina Paschoal | Senado | São Paulo,"@JanainaDoBrasil Vc já é candidata da esquerda a escolha foi sua, agora vai chorar na cama que é um lugar quentinho!",SIM,Janaina Paschoal
Janaina Paschoal | Senado | São Paulo,"@JanainaDoBrasil Te avisamos, pare de atacar o Bolsonaro e a primeira Dama Michele, você jogou na incerteza ,cortou dos dois lados, agiu como uma mulher bipolar e descontrolada. Conclusão perdeu, e perdeu feio.",SIM,Janaina Paschoal
Janaina Paschoal | Senado | São Paulo,@JanainaDoBrasil leve este párasita para casa então sua velhaca,SIM,Janaina Paschoal
Janaina Paschoal | Senado | São Paulo,@JanainaDoBrasil Agora que perdeu a boquinha tá querendo tirar a culpa,SIM,Janaina Paschoal
Janaina Paschoal | Senado | São Paulo,"@JanainaDoBrasil Não seja ridícula , empafia??? O povo quer HONESTIDADE!",SIM,Janaina Paschoal
Janaina Paschoal | Senado | São Paulo,@JanainaDoBrasil Ninguém te quer Janaína...você provoca vergonha alheia!,SIM,Janaina Paschoal
Janaina Paschoal | Senado | São Paulo,@alexeconomist @JanainaDoBrasil Lulista sem vergonha,SIM,Janaina Paschoal
Janaina Paschoal | Senado | São Paulo,@gib_bg @votosecreto20 @JanainaDoBrasil se fossem o bolsonaro ja era p ter tomado impeachment faz tempo..... meia duzia d arrombado q vive d fake news e puxar corda p autoritarismo toma pito e vcs ficam d mimimi,NÃO,Janaina Paschoal
Janaina Paschoal | Senado | São Paulo,"@priscilllando @JanainaDoBrasil Mas eu estou fazendo JUSTAMENTE isto.

Eu acabei de te dizer que foi absurdo, patético, ridículo, asqueroso.

Eu nunca fui minion, nem em 18, que eu tinha conta influente aqui.

Se tu fores ver minhas interações, 70% é chamando o Bolsonaro de FROUXONARO.

Logo, caráter eu tenho.",NÃO,Janaina Paschoal
Janaina Paschoal | Senado | São Paulo,"@JanainaDoBrasil Você falando agora...ele me lembrou você, descabelada e totalmente histérica, brandando a bandeira do Brasil. Um circo de bairro.",SIM,Janaina Paschoal
Janaina Paschoal | Senado | São Paulo,"@JanainaDoBrasil Foi burra e arrogante antes de colocar a candidatura. 
Continua burra e arrogante depois de perceber que a vaca está indo pra o brejo.",SIM,Janaina Paschoal
Janaina Paschoal | Senado | São Paulo,@ErasmoSanto @JanainaDoBrasil Assim é a cabeça de um típico esquerdista: deserto do Saara. Argumentação zero.,NÃO,Janaina Paschoal
Janaina Paschoal | Senado | São Paulo,@JanainaDoBrasil Seu apoio no representa nada. Passou o quatro criticando o Pe pedindo impeachment PR . Depois ficou de mimi pedindo apoio dele para o senado. E finalmente ficou alarmando derrota do Pontes. Conclusao: a senhora como analista política e um fracasso e descobriu isso da pior maneira,SIM,Janaina Paschoal
Janaina Paschoal | Senado | São Paulo,@JanainaDoBrasil Apoiando o PT? Que viravolta... apesar qye a senhora chorou e pediu desculpas a Dilma pelo impeachment.. vergonha,SIM,Janaina Paschoal
Janaina Paschoal | Senado | São Paulo,"@JanainaDoBrasil Ah mas vc é uma doida desvairada mesmo… claro que gosta.
Vai pra igreja dele",SIM,Janaina Paschoal
Janaina Paschoal | Senado | São Paulo,"@JanainaDoBrasil claro que gosta, tudo que é ruim, falso, cretino, canalha e pilantra caiu no teu gosto!",SIM,Janaina Paschoal
Janaina Paschoal | Senado | São Paulo,@Claudia64472763 @JanainaDoBrasil Todo mundo com QI de 3 dígitos acredita. Só os burros manipulados pelo genocida duvidam.,NÃO,Janaina Paschoal
Janaina Paschoal | Senado | São Paulo,"@JanainaDoBrasil @OcidenteLivre Cara Janaina, as vezes me pergunto se a constituição é para o povo ou o povo é para a constituição!! Ñ q ache q aumentar o nº de minis seja solução pra algo, é um cargo muito + politico do q tecnico! Tlz trocar os 11 por um prof de português para interpretar texto seja + fácil!!",NÃO,Janaina Paschoal
Janaina Paschoal | Senado | São Paulo,"@JanainaDoBrasil @ercio_santoss Não voto em maluca, desequilibrada, totalmente bipolar . Nunca vou me esquecer daquela cena patética em que você pedia um golpe para derrubar o presidente . Além disso você apoiou o Doria. O Doria!!! Aquele ditador , fdp, que tentou nos matar de fome.",SIM,Janaina Paschoal
Janaina Paschoal | Senado | São Paulo,"@JanainaDoBrasil Janaína Paschoal em sua jornada política teve altos e baixos as vezes apoiando e vezes criticando o Presidente, que tem um objetivo e foco no que faz que é erradicar a corrupção e o sistema implantado no Brasil pela Esquerda (fato) na minha opinião vc deveria continuar Deputada.",NÃO,Janaina Paschoal
Janaina Paschoal | Senado | São Paulo,@JanainaDoBrasil Os irmãos-suplentes já pensaram na possibilidade de interditar a maluca?,SIM,Janaina Paschoal
Janaina Paschoal | Senado | São Paulo,@JanainaDoBrasil Melhor que ladrão.,NÃO,Janaina Paschoal
Janaina Paschoal | Senado | São Paulo,"@JanainaDoBrasil A Rute apoia o ladrão e a Raquel ,Bolsonaro ou é ao  contrário??? 😂😂😂😂",NÃO,Janaina Paschoal
Janaina Paschoal | Senado | São Paulo,@JanainaDoBrasil A porca comeu,SIM,Janaina Paschoal
Janaina Paschoal | Senado | São Paulo,"@Alzira11393266 @JanainaDoBrasil Bolsonaro 22
Não voto em ladrão.",NÃO,Janaina Paschoal
Janaina Paschoal | Senado | São Paulo,"@JanainaDoBrasil Não!
Bolsonaro nunca foi de direita. Bolsonaro nunca foi nada.
Bolsonaro tomou pra ele os otários que se dizem de Direita.
Bolsonaro é um corrupto, um mentiroso, vagabundo e canalha.",NÃO,Janaina Paschoal
Janaina Paschoal | Senado | São Paulo,@JanainaDoBrasil Faz alguma coisa pra colocar o STF na linha então jumenta.,SIM,Janaina Paschoal
Janaina Paschoal | Senado | São Paulo,"@eudrikka007 @JanainaDoBrasil Burra, isso foi um debate do Spotniks, onde a Janaina representava a direita
você é muito burra.",SIM,Janaina Paschoal
Janaina Paschoal | Senado | São Paulo,"@JanainaDoBrasil Gostaria que você estivesse no STF. A arritmia seria geral 😂. Não precisa aumentar, só direcionar para o cumprimento da Constituição, sem interpretação metafísica e transcendental, somente a Letra, preto no branco.",NÃO,Janaina Paschoal
Janaina Paschoal | Senado | São Paulo,@JanainaDoBrasil Acabou bruxa do golpe.bozo deu o que vcs mereciam .amanhã revebera o dele.pé na bunda,SIM,Janaina Paschoal
Janaina Paschoal | Senado | São Paulo,@JanainaDoBrasil Certeza mesmo é  que como política  vc foi um fracasso,SIM,Janaina Paschoal
Janaina Paschoal | Senado | São Paulo,@JanainaDoBrasil Vc é tão responsável quanto quem está votando nele. Isso tudo que está acontecendo e vai acontecer caso seja eleito. Então não vem pagar de louca não mulher.,SIM,Janaina Paschoal
Janaina Paschoal | Senado | São Paulo,@VictorMedFarias @henriquefrank @VINICIUS_LOHRAN @JanainaDoBrasil Dia 2 eu volto aqui e vamo ver quem vai estar de mimimi,NÃO,Janaina Paschoal
Janaina Paschoal | Senado | São Paulo,"@JanainaDoBrasil @astro_pontes Kkkk piada essa Janaína , aceita que perdeu doida kkkkkk",SIM,Janaina Paschoal
Janaina Paschoal | Senado | São Paulo,"@JanainaDoBrasil Adeus louca e traira, o esquecimento te aguarda, ex deputada...",SIM,Janaina Paschoal
Janaina Paschoal | Senado | São Paulo,"@JanainaDoBrasil Janaina, passou. Em eleições, sempre alguém ganha e os outros perdem. Bola pra frente. Ajuda mais declara-se o seu voto, hoje. Apoie seu candidato. Vote no que não é ladrão e ajude a manter o país no rumo certo. Vamos à 2a fase!!!!",NÃO,Janaina Paschoal
Janaina Paschoal | Senado | São Paulo,@JanainaDoBrasil Que liberdade que tanto essa turma minion defende? A liberdade de fechar mídia como a UOL?,NÃO,Janaina Paschoal
Janaina Paschoal | Senado | São Paulo,"@JanainaDoBrasil Você é uma verdadeira decepção, não voto e nunca votarei eu você!!! Lutou contra a corrupção do PT, e apoia a corrupção do Bostaonaro!!! Você faz parte da nojeira que contamina os políticos do País!!!",SIM,Janaina Paschoal
Janaina Paschoal | Senado | São Paulo,@JanainaDoBrasil Janaína...se fecha fia!!! 4 anos falando merda...esse ano acaba seu sucesso,SIM,Janaina Paschoal
Janaina Paschoal | Senado | São Paulo,@JanainaDoBrasil Claro! Falou que é porcaria é com você mesmo! Novidade nenhuma!,SIM,Janaina Paschoal
Janaina Paschoal | Senado | São Paulo,@MauricioReale @JanainaDoBrasil Sentimento ruim devia ter vergonha de expor,SIM,Janaina Paschoal
Janaina Paschoal | Senado | São Paulo,"@JanainaDoBrasil Para de mimimi... Candidatos a qualquer coisa são adversários e não necessariamente inimigos!!!
Qual o problema da foto??? 
Eu voltarei em @astro_pontes e fim de papo. É 2️⃣2️⃣2️⃣ 🇧🇷🇧🇷🇧🇷",SIM,Janaina Paschoal
Janaina Paschoal | Senado | São Paulo,"@JanainaDoBrasil Claro que gosta 
Ele é sem noção, imbecil e escroto como vc",SIM,Janaina Paschoal
Janaina Paschoal | Senado | São Paulo,"@JanainaDoBrasil A sua sorte são as vozes na sua cabeça, amada. Você é tão louca que tem até uma personalidade compositora.",SIM,Janaina Paschoal
Janaina Paschoal | Senado | São Paulo,@JanainaDoBrasil Todos descobriram que tu é louca!,SIM,Janaina Paschoal
Janaina Paschoal | Senado | São Paulo,"@JanainaDoBrasil CREDIBILIDADE ABAIXO DE ZERO
- A verdade é, que exceto Luladrão (DEFINITIVAMENTE O MAIOR LADRÃO E CORRUPTO QUE A HUMANIDADE JAMAIS CONHECEU), nada no Brasil é tão ligado INTRINSECAMENTE à todo tipo de fraudes  em Pesquisas Eleitorais do que este Ipec, antigo IBOPE.",NÃO,Janaina Paschoal
Janaina Paschoal | Senado | São Paulo,"@JanainaDoBrasil A questão vai muito além da ideologia. Caráter e princípio não se compram!!!
Cuidado com aqueles que nos cercam e se dizem amigos, mas apoiam e votam em corruptos! O PT e a esquerda votaram contra o fim da saidinha de presos!",NÃO,Janaina Paschoal
Janaina Paschoal | Senado | São Paulo,"@JanainaDoBrasil - ele falou que ela era vergonha pro jornalismo (e realmente, é) em momento inoportuno e inconveniente apenas pra aparecer, mas não houve agressão.

- resumindo, ele foi um otário imbecil, mas não um agressor. E ela podia ter confirmado sobre o contrato e ter ignorado o cara.",NÃO,Janaina Paschoal
Janaina Paschoal | Senado | São Paulo,@JanainaDoBrasil É Jana ... coisa tá feia. Já anuncia seu voto no astronauta 🚀,NÃO,Janaina Paschoal
Janaina Paschoal | Senado | São Paulo,"@raimunda_faria @gildatleite @MarciaPDL22 @carlaopignatari @rodrigogarcia_ @AssembleiaSP Nenhum desses terão  meu voto,  ou da minha família,  fora traidores, vamos tirar safados da alesp, tem d +. Aprovem o PDL22 já  
#RodrigoGarciaRuim 
@AssembleiaSP @JanainaDoBrasil 
@analicefernandes @gilmacisantos10 
@Haddad_Fernando 
@PSDB_SP OMISSO",NÃO,Janaina Paschoal
Janaina Paschoal | Senado | São Paulo,"@JanainaDoBrasil Janaina, nem para Deputado Estadual - cargo - serviu, imagina lá, em Brasília. 

Fala para mim, você tem capacidade de lotar a Av.Paulista? 

Você vive com a cabeça em 2018, achando que só foi você. 

Ainda tem essa... https://t.co/U8OW1s2Dff",SIM,Janaina Paschoal
Janaina Paschoal | Senado | São Paulo,"@JanainaDoBrasil Estranho seria a prezada ter outra percepção a respeito do ""suposto"" padre. Alguém que vê qualidades em Bolsonaro, defende qualquer saco de merda... Vcs se merecem!!!",SIM,Janaina Paschoal
Janaina Paschoal | Senado | São Paulo,"@JanainaDoBrasil bozominions, vcs falam de 2018 mas esquecem que o juíz PARCIAL, herói de vcs, prendeu, SEM PROVAS, o candidato franco favorito àquele pleito. Agora a história é outro. O temor da amada aí faz sentido.
Dia 02 por volta das 19h chorem a derrota desse cara que vcs elegeram (2018).",NÃO,Janaina Paschoal
Janaina Paschoal | Senado | São Paulo,"@JanainaDoBrasil Se enxergue, criatura histérica. Ninguém te ofereceu nada. Você vai perder e ser esquecida em um bueiro qualquer. Sua ascensão foi apenas um vexame.",SIM,Janaina Paschoal
Janaina Paschoal | Senado | São Paulo,"@JanainaDoBrasil Amada, tu é uma franga fraca.
Beijos de luz",SIM,Janaina Paschoal
Janaina Paschoal | Senado | São Paulo,"@JanainaDoBrasil Vixe, o inferno até estremeceu!",NÃO,Janaina Paschoal
Janaina Paschoal | Senado | São Paulo,"@luizhmello_pv @Jaspion8820 @viliton1 @Iraceminha2022 @JanainaDoBrasil @jairbolsonaro Exatamente.
Por MUITO TEMPO, avaliei assim, pois tenho uma filha.
Pesei a ""governabilidade"", mas vi ser MERO PRETEXTO pois não conseguimos APROVAR a principal causa da associação com Ciro Nogueira, corrupto que conheço, pois vim do Piauí.
Não é mais possível ADMITIR TANTO!",NÃO,Janaina Paschoal
Janaina Paschoal | Senado | São Paulo,@JanainaDoBrasil A louca achando que entende de política.,SIM,Janaina Paschoal
Janaina Paschoal | Senado | São Paulo,"@tododiaumapaisa @votosecreto20 @JanainaDoBrasil um dia a idade chegará e qnd nada mais importar vc verá o imbecil q vc foi tendo podido fazer o bem, escolheu a mesquinharia. vc acha q o fruto dessa arvore pode ser bom?",SIM,Janaina Paschoal
Janaina Paschoal | Senado | São Paulo,"@JanainaDoBrasil Deve ser namoradinho dela por isso ela não fala, como perante a lei considera-se estupro sempre que for menor de 12 anos então fica esse terreno nebuloso e os malucos abortistas fazendo tudo pra destruir o bebe. NÃO HOUVE ESTUPRO!",SIM,Janaina Paschoal
Janaina Paschoal | Senado | São Paulo,"@flferronato @JanainaDoBrasil Ta ressentida nesse coraçãozinho peludo, fica não amada. 2024 tá aí, tenta pra prefeita, vereadora talvez, texano tá amada!",SIM,Janaina Paschoal
Janaina Paschoal | Senado | São Paulo,@JanainaDoBrasil A deputada envergonha o país ao ficar do lado daqueles que maltrataram a democracia brasileira !,SIM,Janaina Paschoal
Janaina Paschoal | Senado | São Paulo,"@JackSantana83 @JanainaDoBrasil O Luladrão falou que o povo do interior de São Paulo é ignorante!! Está na hora do povo da a resposta para este bandido nas urnas, no dia 02 de outubro.",NÃO,Janaina Paschoal
Janaina Paschoal | Senado | São Paulo,@JanainaDoBrasil Cada dia mais louca kkkkkkk,SIM,Janaina Paschoal
Janaina Paschoal | Senado | São Paulo,"@JanainaDoBrasil Perdeu a boquinha, agora quer diminuir",SIM,Janaina Paschoal
Janaina Paschoal | Senado | São Paulo,"@JanainaDoBrasil Tome se gardenal, pelo visto nem para pentear o cabelo deu no dia destas fotos de perfil tamanha a loucura de pensar a onde vai mamar sem seu Boso para te apoiar",SIM,Janaina Paschoal
Janaina Paschoal | Senado | São Paulo,@MessiaKulaif @JanainaDoBrasil Não autorizo um imbecil como você comentar meus posts,NÃO,Janaina Paschoal
Janaina Paschoal | Senado | São Paulo,"@JanainaDoBrasil Votei em você e minha filha, esquerdista, vai votar também porque.passei todo seu mandato mostrando para ela o importante papel que realizou na ALESP.",NÃO,Janaina Paschoal
Janaina Paschoal | Senado | São Paulo,@lbezerrabsb @JanainaDoBrasil Está desesperada pois escolheu tentar o senado e não será eleita e vai@perder a boquinha ! Tchau querida,SIM,Janaina Paschoal
Janaina Paschoal | Senado | São Paulo,"@italocosta_adm @decabird @JanainaDoBrasil Esse cara só fica coçando o saco e falando merda. O caso da COVID foi crime contra a humanidade, descaso ! Isso é papel de presidente ? Tem muita gente que só baba ovo para ele ! Uma pena pq ele representa tudo de ruim e quem se identifica se iguala a ele. Nojo! O criminoso é ele",NÃO,Janaina Paschoal
Janaina Paschoal | Senado | São Paulo,"@JanainaDoBrasil Fia, as pesquisas são para solidificar a fraude? Os brasileiros não são mais idiotas.",NÃO,Janaina Paschoal
Janaina Paschoal | Senado | São Paulo,@Magnode88853803 @JanainaDoBrasil Porra-louca,SIM,Janaina Paschoal
Janaina Paschoal | Senado | São Paulo,"@JanainaDoBrasil Toma vergonha, passou 4 anos apunhalando nosso presidente Bolsonaro 
https://t.co/bT1tiZ3Bu5",SIM,Janaina Paschoal
Janaina Paschoal | Senado | São Paulo,@andrebelini @JanainaDoBrasil É uma gente bandida,SIM,Janaina Paschoal
Janaina Paschoal | Senado | São Paulo,@JanainaDoBrasil Tome vergonha na cara você… deturpando falas como de hábito… só que agora a quadrilha te abandonou… falando pras paredes.. vá se tratar,SIM,Janaina Paschoal
Janaina Paschoal | Senado | São Paulo,"@JanainaDoBrasil Ninguém mais acredita em vcs, a mamata tá acabando. Vai ser uma varrida geral, da presidência, passando pelo senado, câmara e assembleia legislativas. O povo acordou e vai mandar o fascismo para o esgoto de volta",NÃO,Janaina Paschoal
Janaina Paschoal | Senado | São Paulo,"@JanainaDoBrasil E vc se sente orgulhosa, né? A oposição deita e rola. Se o dinheiro voltasse para os cofres públicos, ok. Mas não volta. Então vc faz papel de tola.",SIM,Janaina Paschoal
Janaina Paschoal | Senado | São Paulo,"@CegaFe @M_DORIGATTI @JackSantana83 @JanainaDoBrasil Então eu posso falar que vc é um jumento, energúmeno, um imbecil e, que tudo ficará em um contexto? Acorda",NÃO,Janaina Paschoal
Janaina Paschoal | Senado | São Paulo,@JanainaDoBrasil Por isso é doida!,SIM,Janaina Paschoal
Janaina Paschoal | Senado | São Paulo,"@JanainaDoBrasil Que aberração, senhor da glória!!!!",NÃO,Janaina Paschoal
Janaina Paschoal | Senado | São Paulo,"@JanainaDoBrasil Não te bloqueio porque gosto de assistir gente que tá, mentalmente, mais na merda que eu.

Vai na fé.",SIM,Janaina Paschoal
Janaina Paschoal | Senado | São Paulo,@ffenix2222 @MarcioM61326104 @JanainaDoBrasil Sinto muito mais não ganha  meu voto pra nada.  Um louca de pedra em qualquer lugar só dá prejuízo. Lembra dela se unindo com o Dória calça apertada. Ela ajudou a destruir são Paulo,SIM,Janaina Paschoal
Janaina Paschoal | Senado | São Paulo,"@JanainaDoBrasil Você está mais louca do que nunca !!
#MarcosPontesSenadorSP",SIM,Janaina Paschoal
Janaina Paschoal | Senado | São Paulo,"@JanainaDoBrasil Janaína vc e inteligente, não sei em quem votar, mas não devemos votar em m um ladrão um ex presidiário e tantos outros adjetivos, temos que parar se sermos hipócritas o Brasil não quer ladrão condenado.",NÃO,Janaina Paschoal
Janaina Paschoal | Senado | São Paulo,@JanainaDoBrasil Cada dia mais ridícula e rancorosa.,SIM,Janaina Paschoal
Janaina Paschoal | Senado | São Paulo,@JanainaDoBrasil Uma questão de coerência e vergonha.,NÃO,Janaina Paschoal
Janaina Paschoal | Senado | São Paulo,@JanainaDoBrasil Desiste ! Vc vai eleger um comunista com essa conduta teimosa !,NÃO,Janaina Paschoal
Janaina Paschoal | Senado | São Paulo,"@gen_heleno Infelizmente, o brasileiro só consegue ver a merda q fez depois de colocar uma merda num cargo público. Exemplo: @JanainaDoBrasil foi a Deputada Estadual mais votada do país em 2018 por SP e não conseguiu se reeleger. O mineiro também acordará do pesadelo depois do estrago feito.",SIM,Janaina Paschoal
Janaina Paschoal | Senado | São Paulo,"@Debora_D_Diniz @JanainaDoBrasil Ué, mas é o papo de mais mulheres na política? Ah sim, tem que ser apoiadores do ladrão...",NÃO,Janaina Paschoal
Janaina Paschoal | Senado | São Paulo,"@IdaHiromi @PeKeImon @JanainaDoBrasil Claro, incompetente e mentiroso igual a todos os outros q vcs amam, passo mal",SIM,Janaina Paschoal
Janaina Paschoal | Senado | São Paulo,"@JanainaDoBrasil E se o Bolsonaro ganhar? Tá tudo bem? Não se importa com os imóveis comprados em dinheiro, com o fundão eleitoral, com o orçamento secreto. A corrupção é relativa, é isso?",NÃO,Janaina Paschoal
Janaina Paschoal | Senado | São Paulo,@SomenteKC @hoc111 Transferi meu voto em @hoc111 para federal e pro senado votarei na louca da @JanainaDoBrasil pra tentar evitar os postes do Lula q deixará a cadeira pro pres do PSOL e do JB pq aquele astronauta ñ fez porcaria nenhuma!,SIM,Janaina Paschoal
Janaina Paschoal | Senado | São Paulo,@JanainaDoBrasil @astro_pontes Pra que isso? Você tá louca?,SIM,Janaina Paschoal
Janaina Paschoal | Senado | São Paulo,"@FerreiraGolden @AVolpiano @AdolfoZiurkelis @JanainaDoBrasil ""Nenhuma igreja reconhece louca"". Caramba que frase impressionante, sua maneira de se expressar precisa melhorar mesmo que seja para ofender.",SIM,Janaina Paschoal
Janaina Paschoal | Senado | São Paulo,"@jacobus_sa @marciapira @Cecilia63560549 @Ricardo38972531 @JanainaDoBrasil Jesus, vc é mesmo um jumento, não me admira que seja bolsonarista. Deve ter  Estabelidade(Sic), que nem seu presidente.kkkkk",SIM,Janaina Paschoal
Janaina Paschoal | Senado | São Paulo,@LidiaConta @JanainaDoBrasil Essa louca pode fazer o que quiser. mas não levará meu voto jamais.,SIM,Janaina Paschoal
Janaina Paschoal | Senado | São Paulo,@Leotitiu @priscilllando @JanainaDoBrasil Como é que pode aqueles que tem um ladrão de estimação criticar pessoas que tem outros tipo de político de estimação o que seria pior ? Procure se informar sobre o tal decreto dos direitos humanos que os nove dedos tentou implantar no país já por três vezes seria uma ditafura,NÃO,Janaina Paschoal
Janaina Paschoal | Senado | São Paulo,"@JanainaDoBrasil Atitude feia a sua, muito feita e cheia de ressentimento. Que triste fim Janaína, vc é tão preparada, poderia somar ao país!!!",NÃO,Janaina Paschoal
Janaina Paschoal | Senado | São Paulo,"@JanainaDoBrasil Janaína com todo amor , vc foi mais uma que se elegeu na onda bolsonarista anti-PT, “anticorrupção “, vc tirou a Dilma do poder, vc era uma deusa pro gado, mas vc tinha que seguir a cartilha do BOZO que é a mesma do LULA. São todos iguais",NÃO,Janaina Paschoal
Janaina Paschoal | Senado | São Paulo,"@MarcoCiampi8 @JanainaDoBrasil Ela é meia bosta 
Vc como um merda deveria votar em bosta inteira 
Vote em um petista 😉😉",SIM,Janaina Paschoal
Janaina Paschoal | Senado | São Paulo,@JanainaDoBrasil Caralho essa foi uma das piores sensações de vergonha alheia que eu já senti kkkkkkkkk,SIM,Janaina Paschoal
Janaina Paschoal | Senado | São Paulo,"@JanainaDoBrasil Para quem luta pela moralização é conscientização na política, promover o voto camarão é meio fora da caixinha....",NÃO,Janaina Paschoal
Janaina Paschoal | Senado | São Paulo,@JanainaDoBrasil Tchau esquerdista,NÃO,Janaina Paschoal
