"candidata"|"ofensa"|"canddef"|"...4"|"contra ela"|"teor"
"Mara Gabrili | Vice Presidente | SÃ£o Paulo"|" maragabrilli O seu NULO pode ajudar a eleger um ASSASSINO e mandante da morte do CELSO Daniel  conforme a senadora falou na JOVEM PAN  Fora isso  o Luladrão vai acabar de vez com o BRASIL  ó isso que a Sra quer para os seus filhos  REFLITA  caso esse mentecapto seja eleito  a censura vem "|"Mara Gabrilli"|NA|"nao"|"discordancia"
"Mara Gabrili | Vice Presidente | SÃ£o Paulo"|" flaviogordon  maragabrilli Muito corajosaâ€¦affemaria  Que vergonha "|"Mara Gabrilli"|NA|"sim"|"vergonha"
"Mara Gabrili | Vice Presidente | SÃ£o Paulo"|" joseserra     A razão é a fonte de luz para o bom governante  porquanto todas as questões devem ser resolvidas com racionalidade  em harmonia com a moralidade   SimonePresidente15 e  maragabrilli sempre seguirão a rotina da razão para permanecer no caminho certo e fazer as coisas certas "|"Mara Gabrilli"|NA|"nao"|"apoio"
"Mara Gabrili | Vice Presidente | SÃ£o Paulo"|"    LulaOficial Aí  maragabrilli   a Lula de saia te chamou de covarde  https   t co NWCnJJUVb4"|"Mara Gabrilli"|NA|"sim"|"covarde"
"Mara Gabrili | Vice Presidente | SÃ£o Paulo"|" maragabrilli Se vai votar em BRANCO  então não pode cobrar nada depois  Sua omissão vai te obrigar a ficar com a boca fechada  caladinha  Vergonha total   "|"Mara Gabrilli"|NA|"sim"|"vergonha"
"Mara Gabrili | Vice Presidente | SÃ£o Paulo"|" maragabrilli inclusão  ciência  combate Ã  corrupóão  Ã  fome e desigualdade  Descreveu o governo Lula "|"Mara Gabrilli"|NA|"nao"|NA
"Mara Gabrili | Vice Presidente | SÃ£o Paulo"|" maragabrilli Eu até poderia fazer a piada de mal gosto e ofensiva dada a sua condióão que vc não tem espinha moral  Mas nem vou fazer pq me falta vontade até de zoar  O PT literalmente matou o seu pai e destruiu sua família  Não eh metafórico  Ameacaram  mataram e acabaram com sua família "|"Mara Gabrilli"|NA|"sim"|"capacitismo"
"Mara Gabrili | Vice Presidente | SÃ£o Paulo"|" updatecharts  maragabrilli deveria ter vergonha de   "|"Mara Gabrilli"|NA|"nao"|"simone"
"Mara Gabrili | Vice Presidente | SÃ£o Paulo"|" dorea abraao  toscano rhea     maragabrilli Ou seja querido  vc precisa ler e se atualizar mais  pq essa conversinha novamente jó cansou  Vc vacinou   Foi o mito que comprou  não o ladrão encantador de serpentes  Acorda   "|"Mara Gabrilli"|NA|"nao"|NA
"Mara Gabrili | Vice Presidente | SÃ£o Paulo"|" maragabrilli Suas palavras demostram que é apenas mais um político medíocre e incompetente "|"Mara Gabrilli"|NA|"sim"|"incompetente"
"Mara Gabrili | Vice Presidente | SÃ£o Paulo"|" FlviaLeo16  maragabrilli Tudo que essa ameba ðŸ¦  fala não se sustenta e nem sai do lugar ðŸ¤¨"|"Mara Gabrilli"|NA|"sim"|"desumanização"
"Mara Gabrili | Vice Presidente | SÃ£o Paulo"|" marcelolourenzo Que vergonha  maragabrilli"|"Mara Gabrilli"|NA|"sim"|"vergonha"
"Mara Gabrili | Vice Presidente | SÃ£o Paulo"|" maragabrilli Vcs vivem numa bolha  Foi o medo que te fez abandonar o combate aos corruptos "|"Mara Gabrilli"|NA|"sim"|"medrosa"
"Mara Gabrili | Vice Presidente | SÃ£o Paulo"|" PSDBoficial  EduardoLeite  Mudanóa   O  EduardoLeite  tem a mesma postura do  LulaLadrao  e do  bolsonarocorrupto   não pensa no povo só quer poder   Vcs perderam toda a relevÃ¢ncia quando mataram a 3Â° via c o  jdoriajr  A resposta veio nas urnas   Cuidem bem da  maragabrilli  ela é a Ãºnica c relevÃ¢ncia ainda"|"Mara Gabrilli"|NA|"nao"|"apoio"
"Mara Gabrili | Vice Presidente | SÃ£o Paulo"|" surtafeia Faóa isso não minha linda   DebatedaGlobo 1oAto   jairbolsonaro pergunta Ã     o que acha da denÃºncia de sua vice  Senadora  maragabrilli   sobre envolvimento de Lula no assassinato de Celso Daniel  TEBET  â€œEU ACREDITO NA MINHA VICEâ€"|"Mara Gabrilli"|NA|"
nao"|"simone"
"Mara Gabrili | Vice Presidente | SÃ£o Paulo"|" maragabrilli O pior covarde é o omisso  pois não é impedido por sua incapacidade ou por medo  mas pela conveniência e interesses inominóveis     Cobraremos sua atitude  Desfrute de seus Ãºltimos anos na política  https   t co eEsJ47EEZl"|"Mara Gabrilli"|NA|"sim"|"covarde"
"Mara Gabrili | Vice Presidente | SÃ£o Paulo"|"    maragabrilli Sabe nada  Tchutchuca do José Sarney  Você vai saber como distribuir cargos aos pilantras de seu partido  como os amiguinhos de Renan Calheiros "|"Mara Gabrilli"|NA|"sim"|NA
"Mara Gabrili | Vice Presidente | SÃ£o Paulo"|" O silêncio faz covarde o melhor dos homens  Abraham Lincoln   Parabéns  maragabrilli https   t co 36qnufi3l6"|"Mara Gabrilli"|NA|"sim"|"covarde"
"Mara Gabrili | Vice Presidente | SÃ£o Paulo"|" maragabrilli  maragabrilli Mara boa noite  votei em vc em 2018  respeito sua trajetória e entendo suas motivaóões em relaóão ao PT  Mas  humildemente venho te pedir que considere não seu voto pessoal  mas o apoio Mara Tebet pela democracia  contra Bolsonaro  uma real ameaóa "|"Mara Gabrilli"|NA|"nao"|"discordancia"
"Mara Gabrili | Vice Presidente | SÃ£o Paulo"|" geisyarrudareal Se vcs mulheres se unissem poderiam ter eleito     maragabrilli   o que seria muito melhor do que escolher entre a volta a um passado corrupto ou a continuaóão desse presente tenebroso do presidente abjeto e escatológico  Caíram na pegadinha da polarizaóão "|"Mara Gabrilli"|NA|"nao"|NA
"Mara Gabrili | Vice Presidente | SÃ£o Paulo"|" GloboNews  mervalpereira  NatuzaNery ðŸ               Lulaladrão mandou matar Celso Daniel e senadora  maragabrilli  estrega tudo  Geraldo Alkimin era o governador e passou o pano  ðŸ               Deus tenha misericórdia do povo brasileiro ðŸ             https   t co CHf8g2cl93"|"Mara Gabrilli"|NA|"nao"|NA
"Mara Gabrili | Vice Presidente | SÃ£o Paulo"|" g1 ðŸ   Lulaladrão mandou matar Celso Daniel e senadora  maragabrilli  estrega tudo  Geraldo Alkimin era o governador e passou o pano  ðŸ               Deus tenha misericórdia do povo brasileiro  https   t co FHFdoLcIDL"|"Mara Gabrilli"|NA|"nao"|NA
"Mara Gabrili | Vice Presidente | SÃ£o Paulo"|"    maragabrilli Senhora Gabrieli   Levando em conta suas Ãºltimas declaraóões sobre o caso Lula Celso Daniel  em caso de sua ex presidenciavel Tebet apoiar o ladrão em um segundo turno  voce acompanharó      EuVotoBolsonaro22 ðŸ  ðŸ  "|"Mara Gabrilli"|NA|"nao"|NA
"Mara Gabrili | Vice Presidente | SÃ£o Paulo"|" maragabrilli Se você tivesse d olado dos brasileiros você  iria ajudar o Bolsonaro 22 o Brasil se livrar do comunismo  da ideologia de gênero  da aprovaóão do aborto  drogas  Não iria nos deixar na mão lutando sozinhos por uma causa que também é sua  dos teus filhos  netos  Desculpe "|"Mara Gabrilli"|NA|"nao"|"discordancia"
"Mara Gabrili | Vice Presidente | SÃ£o Paulo"|"âš ï¸ ALERTA DE FAKE NEWS    âš ï¸     ivetesangalo  desminta essas fake news a teu respeito e declare voto unilateralmente na Ãºnica chapa 100  feminina     e  maragabrilli       Esse â€œLâ€ é de Le Biscuit  que Ivete Sangalo era garota propaganda      FakeNews https   t co 1jrR2TV7i0"|"Mara Gabrilli"|NA|"nao"|NA
"Mara Gabrili | Vice Presidente | SÃ£o Paulo"|"   Você é minha candidata  me sinto representada por você  seja como cidadã ou como mulher  Sua participaóão nos debates mostra seu preparo  inteligência e interesse em realmente melhorar a situaóão no BR  A  maragabrilli tb me representa  Foróa garotas   ðŸ ðŸ ðŸ "|"Mara Gabrilli"|NA|"nao"|"apoio"
"Mara Gabrili | Vice Presidente | SÃ£o Paulo"|"    maragabrilli Não hó como evitar que os incautos apoiem Lula  pois eles estão acostumados com promessas vazias  sem refletir sobre as consequências dos processos de corrupóão praticados por Lula  onde ele foi julgado  condenado e preso em três instÃ¢ncias da Justióa   SimonePresidente15"|"Mara Gabrilli"|NA|"nao"|"lula"
"Mara Gabrili | Vice Presidente | SÃ£o Paulo"|" GloboNews    ignora o sentimento e a realidade da  maragabrilli  Farinha pouca  meu pirão primeiro  Não sei quem é pior    ou  LulaOficial  Porém    do partido de  MichelTemer que foi chamado de golpista  ódio puro   A cabo eleitoral do Lulaladrão  https   t co VVOMc9WpMN"|"Mara Gabrilli"|NA|"nao"|"simone/lula"
"Mara Gabrili | Vice Presidente | SÃ£o Paulo"|" PSDBoficial     maragabrilli Com a decadência da moralidade e o avanóo da corrupóão  estó tudo pronto para a destruióão da consciência dos cidadãos de bem e dos bons costumes  Foróa   SimonePresidente15 e  maragabrilli  com as Senhoras na Presidência da RepÃºblica os cidadãos voltam a ter esperanóa "|"Mara Gabrilli"|NA|"nao"|"apoio"
"Mara Gabrili | Vice Presidente | SÃ£o Paulo"|" maragabrilli Que vergonha é a senhora para SP  Senado acovardado  "|"Mara Gabrilli"|NA|"sim"|"vergonha"
"Mara Gabrili | Vice Presidente | SÃ£o Paulo"|" maragabrilli Te entendo   Muito humilhante  p vc  a sua companheira de chapa  apoiar um cara q vc denÃºncia os crimes   Isto é te desmerecer demais   O Brasil inteiro assistindo vc ser ridicularizada  pela     Q humilhaóão        BolsonaroPresidente22"|"Mara Gabrilli"|NA|"sim"|NA
"Mara Gabrili | Vice Presidente | SÃ£o Paulo"|" agencialupa  jairbolsonaro  cirogomes     SorayaThronicke  fdavilaoficial  PeKelmon  LulaOficial  Datafolha  maragabrilli  Estadao  ibgecomunica Quase tudo que ele falou é falso  Ele vive no mundo da lua  todo dia aparece escÃ¢ndalo de corrupóão  e ainda incluindo os familiares "|"Mara Gabrilli"|NA|"nao"|"bolsonaro"
"Mara Gabrili | Vice Presidente | SÃ£o Paulo"|" LeoAdeleye  ComSimoneTebet  maragabrilli    Eu citeiâ€¦e acho uma vergonha terem aceito fazer parte desse oróamento secreto  para votarem a favor das pautas desse desgoverno "|"Mara Gabrilli"|NA|"sim"|"vergonha"
"Mara Gabrili | Vice Presidente | SÃ£o Paulo"|" maragabrilli Vc é uma vergonha  jó deve estar até andando de tanta  inveja "|"Mara Gabrilli"|NA|"sim"|"vergonha"
"Mara Gabrili | Vice Presidente | SÃ£o Paulo"|" GloboNews ðŸ               Lulaladrão mandou matar Celso Daniel e senadora  maragabrilli  estrega tudo  Geraldo Alkimin era o governador e passou o pano  ðŸ               Deus tenha misericórdia do povo brasileiro  https   t co KFaLtGkY5t"|"Mara Gabrilli"|NA|"nao"|"lula"
"Mara Gabrili | Vice Presidente | SÃ£o Paulo"|" maragabrilli Combate a corrupóão  Então a senhora deveria no mínimo ser contra o governo do maior escÃ¢ndalo de corrupóão da história da humanidade  esse tipo de isenóão que o Chile estó onde estó "|"Mara Gabrilli"|NA|"nao"|"discordancia"
"Mara Gabrili | Vice Presidente | SÃ£o Paulo"|" gcamarotti  GloboNews ðŸ               Lulaladrão mandou matar Celso Daniel e senadora  maragabrilli  estrega tudo  Geraldo Alkimin era o governador e passou o pano  ðŸ               Deus tenha misericórdia do povo brasileiro  https   t co RB3iMID5Zx"|"Mara Gabrilli"|NA|"nao"|"lula"
"Mara Gabrili | Vice Presidente | SÃ£o Paulo"|" maragabrilli    ó sério que você depois de tudo que denunciou vai concordar com o posicionamento da Tebet  Não seja mais uma interesseira política e tenha ao menos dignidade de manter sua posióão em relaóão ao bandido corrupto "|"Mara Gabrilli"|NA|"sim"|"interesseira"
"Mara Gabrili | Vice Presidente | SÃ£o Paulo"|"    maragabrilli Vai apoiar o Lula      Vai aceitar a sua parceira de campanha       apoiar o Lula      Vão deixar o maior ladrão voltar ao PODER     "|"Mara Gabrilli"|NA|"nao"|"discordancia"
"Mara Gabrili | Vice Presidente | SÃ£o Paulo"|"Nojo  da justióa do Brasil e vergonha em ser brasileira   E ainda ver muitos membros do MP pedir voto p o Ladrao   Brasil virou uma latrina a céu aberto  maragabrilli DIZ TUDO SOBRE A MORTE DE CELSO DANIEL https   t co soiNmllWNJ"|"Mara Gabrilli"|NA|"nao"|"lula"
"Mara Gabrili | Vice Presidente | SÃ£o Paulo"|" maragabrilli ðŸ   Que vergonha    Entenda o motivo em https   t co 6pVVrbGkrO   SOSBrasil  Cidadania  Civilidade  RelaóoesInternacionais   RepresentaóaoPoliticoPartidaria  Eleicoes2022"|"Mara Gabrilli"|NA|"sim"|"vergonha"
"Mara Gabrili | Vice Presidente | SÃ£o Paulo"|" maragabrilli Essa eleióão estó sepultando de vez vórias carreiras políticas  A omissão é tão ou mais vergonhosa do que o posicionamento ao lado dos corruptos â€¦ vc optou em cinicamente apoiar Lula sem sujar as mãos  mas isso não existe  Vc acaba com sua trajetória política "|"Mara Gabrilli"|NA|"sim"|"vergonha"
"Mara Gabrili | Vice Presidente | SÃ£o Paulo"|"Essas esquerdistas  SorayaThronicke e    viram essa divulgaóão do Estadão       MDB Nacional  uniaobrasil44  PSDB no Senado  maragabrilli      DebateNoSBT     SBTonline      JovemPanNews  RedeTV  BandTV  CNNBrasil  DiarioPE  portalR7  tvgazetaoficial  g1 https   t co YFMNFlNjAS"|"Mara Gabrilli"|NA|"sim"|"esquerdista"
"Mara Gabrili | Vice Presidente | SÃ£o Paulo"|" maragabrilli Senhora Gabrielli   Levando em conta suas Ãºltimas declaraóões sobre o caso Lula Celso Daniel  em caso de sua ex presidenciavel Tebet apoiar o ladrão em um segundo turno  voce acompanharó      EuVotoBolsonaro22 ðŸ  ðŸ  "|"Mara Gabrilli"|NA|"nao"|"discordancia"
"Mara Gabrili | Vice Presidente | SÃ£o Paulo"|" FlviaLeo16  elberth junior  maragabrilli  maragabrilli  com inveja da primeira dama  que coisa mais feia senadora  https   t co 3nSHIOcriS"|"Mara Gabrilli"|NA|"sim"|"inveja"
"Mara Gabrili | Vice Presidente | SÃ£o Paulo"|" Metropoles    ignora o sentimento e a realidade da  maragabrilli  Farinha pouca  meu pirão primeiro  Não sei quem é pior    ou  LulaOficial  Porém    do partido de  MichelTemer que foi chamado de golpista  ódio puro   A cabo eleitoral do Lulaladrão  https   t co turgh2STJP"|"Mara Gabrilli"|NA|"nao"|"lula"
"Mara Gabrili | Vice Presidente | SÃ£o Paulo"|" agencialupa  jairbolsonaro  cirogomes     SorayaThronicke  fdavilaoficial  PeKelmon  LulaOficial  Datafolha  maragabrilli  Estadao  ibgecomunica Mentira tem vídeo do ex ministro Joaquim Barbosa falando que bolsonaro foi o Ãºnico dos 503 deputados que não pegou dinheiro da Petrobras você devia ter vergonha de mentir também  "|"Mara Gabrilli"|NA|"sim"|"mentirosa"
"Mara Gabrili | Vice Presidente | SÃ£o Paulo"|" StelaCarrinho  maragabrilli Essa gente vai ficar desmoralizada  Cadê eles para continuarem com os escÃ¢ndalos sobre Celso Daniel  Eles vão ficar mudos agora "|"Mara Gabrilli"|NA|"sim"|NA
"Mara Gabrili | Vice Presidente | SÃ£o Paulo"|" maragabrilli Você é  uma vergonha     Espero que em 2026 você seja demitida pelo povo Decepóão "|"Mara Gabrilli"|NA|"sim"|"decepção"
"Mara Gabrili | Vice Presidente | SÃ£o Paulo"|" Metropoles  SamPancher ðŸ               Lulaladrão mandou matar Celso Daniel e senadora  maragabrilli  estrega tudo  Geraldo Alkimin era o governador e passou o pano  ðŸ               Deus tenha misericórdia do povo brasileiro  https   t co 63cpVLLRiT"|"Mara Gabrilli"|NA|"nao"|"lula"
"Mara Gabrili | Vice Presidente | SÃ£o Paulo"|" maragabrilli Que pena  Cita combate a corrupóão e não vai colaborar para que o partido mais corrupto de todos os tempos volte ao poder "|"Mara Gabrilli"|NA|"nao"|"lula"
"Mara Gabrili | Vice Presidente | SÃ£o Paulo"|"    maragabrilli Senadoras  vocês irão apoiar o Presidente Bolsonaro que não tem nenhum crime até agiró  ou irão apoiar o ex presidiório que a  maragabrilli apontou ser possível mandante do crime do Celso Daniel  Vocês apoiam ladrão e assassino "|"Mara Gabrilli"|NA|"nao"|"lula"
"Mara Gabrili | Vice Presidente | SÃ£o Paulo"|" EMARCELOFS76 Que vergonha  Senadora  maragabrilli  "|"Mara Gabrilli"|NA|"sim"|"vergonha"
"Mara Gabrili | Vice Presidente | SÃ£o Paulo"|" maragabrilli Não hó equivalência moral entre uma pessoa que eventualmente te ofende com uma pessoa que te rouba  Segundo a senhora  este Ãºltimo envolvido em assassinato "|"Mara Gabrilli"|NA|"nao"|"lula"
"Mara Gabrili | Vice Presidente | SÃ£o Paulo"|"    onde estó sua dignidade  Cono fica seu discurso con tra a corrupóão  Você é  hipócrita que visa apenas seus próprios interesses  voces são lixos  E  maragabrilli faz parte dessa grande lixeira  https   t co YUx9kC2jka"|"Mara Gabrilli"|NA|"sim"|"hipocrisia"
"Mara Gabrili | Vice Presidente | SÃ£o Paulo"|" maragabrilli E sobre essa FakeNews do  CD  nova testemunha  PQ não pegou a prova e levou ao MP  Que vergonha do voto que te dei  Aprovou oróamento secreto  participou do crime  Constituióão Federal proíbe "|"Mara Gabrilli"|NA|"sim"|"vergonha"
"Mara Gabrili | Vice Presidente | SÃ£o Paulo"|" maragabrilli    Votei na simone tebet  mas agora jó que ela apoiaró o Lula ladrão perderó toda a sua credibilidade  ela deveria saber que ruim por ruim o melhor é o bolsonaro  se ela apoiar o Lula eu nunca mais quero saber dela porque vai ser a farinha do mesmo saco do Lula ladrão "|"Mara Gabrilli"|NA|"nao"|"simone/lula"
"Mara Gabrili | Vice Presidente | SÃ£o Paulo"|"    naFAAP  Estadao A razão é a fonte de luz para o bom governante  porquanto todas as questões devem ser resolvidas com racionalidade  em harmonia com a moralidade   SimonePresidente15 e  maragabrilli sempre seguirão a rotina da razão para permanecer no caminho certo e fazer as coisas certas "|"Mara Gabrilli"|NA|"nao"|"apoio"
"Mara Gabrili | Vice Presidente | SÃ£o Paulo"|" EstevamJoares  maragabrilli Em 2018 foi a mesma coisa  ó uma canalha covarde "|"Mara Gabrilli"|NA|"sim"|"covarde"
"Mara Gabrili | Vice Presidente | SÃ£o Paulo"|"Mais um pano passado ao Lula ladrão   Parabéns  maragabrilli pela coragem de denunciar quem mandou matar Celso Daniel  https   t co 7Or5XeyJT3"|"Mara Gabrilli"|NA|"nao"|"apoio"
"Mara Gabrili | Vice Presidente | SÃ£o Paulo"|" JovemPanNews  maragabrilli  apoiar o Lula  ai seria a desmoralizaóão completa da trajetória política dela  Se bem que estamos vendo Geraldo Alckmin   "|"Mara Gabrilli"|NA|"nao"|"lula"
"Mara Gabrili | Vice Presidente | SÃ£o Paulo"|" RogerioMorgado  cirogomes  SorayaThronicke    Mais que isso  RogerioMorgado  o  cirogomes prefere ser oposióão ao  jairbolsonaro que o respeitou esses anos ou ao vingativo  LulaOficial  que provavelmente vai tentar se livrar dos opositores    E a    apoiar o ladrão  significa trair fatalmente a  maragabrilli"|"Mara Gabrilli"|NA|"nao"|"simone/lula"
"Mara Gabrili | Vice Presidente | SÃ£o Paulo"|" EstadaoPolitica    ignora o sentimento e a realidade da  maragabrilli  Farinha pouca  meu pirão primeiro  Não sei quem é pior    ou  LulaOficial  Porém    do partido de  MichelTemer que foi chamado de golpista  ódio puro   A cabo eleitoral do Lulaladrão ðŸ™ https   t co F1X9e6mFpQ"|"Mara Gabrilli"|NA|"nao"|"simone/lula"
"Mara Gabrili | Vice Presidente | SÃ£o Paulo"|" OGloboPolitica    ignora o sentimento e a realidade da  maragabrilli  Farinha pouca  meu pirão primeiro  Não sei quem é pior    ou  LulaOficial  Porém    do partido de  MichelTemer que foi chamado de golpista  ódio puro   A cabo eleitoral do Lulaladrão  https   t co QlPxP8Zrj7"|"Mara Gabrilli"|NA|"nao"|"simone/lula"
"Mara Gabrili | Vice Presidente | SÃ£o Paulo"|" maragabrilli Acha legal se acontecer com outras famílias o que aconteceu com a sua  ou a história que contou sobre seu pai foi mentira  Esse print covarde seró eterno  moóa "|"Mara Gabrilli"|NA|"sim"|"covarde"
"Mara Gabrili | Vice Presidente | SÃ£o Paulo"|" FlviaLeo16  Solange96370314  maragabrilli Ela é estranha  Ela e sua família foram vítimas do PT e hoje ao vejo o combate aos bandidos como ela fazia antes  E ainda por cima  falar não de outra mulher  feio isso  Usa argumentos idiotas  aqueles que nada sabem da vida "|"Mara Gabrilli"|NA|"sim"|"idiota"
"Mara Gabrili | Vice Presidente | SÃ£o Paulo"|" thiamparo  maragabrilli Que pena  uma pessoa ser deficiente    moral "|"Mara Gabrilli"|NA|"sim"|"capacitismo"
"Mara Gabrili | Vice Presidente | SÃ£o Paulo"|" maragabrilli Votar em branco é apoiar o Lula   Pelo menos seja corajosa e manifeste logo seu apoio ao ladrão de nove dedos "|"Mara Gabrilli"|NA|"sim"|"covarde"
"Mara Gabrili | Vice Presidente | SÃ£o Paulo"|" maragabrilli Um dia eu acreditei naquela estória toda de meu pai sofreu e mimimi  Hoje não acredito em mai nenhuma palavra "|"Mara Gabrilli"|NA|"sim"|"mentirosa"
"Mara Gabrili | Vice Presidente | SÃ£o Paulo"|" maragabrilli Triste seu posicionamento  Quem se omite não merece respeito de seus eleitores  Não lhe dei meu voto  como antipetista que sou  para se omitir agora  PT representa o pior da corrupóão e você se cala  Sempre fui eleitora do PSDB  agora virou merecidamente um partido insignificante"|"Mara Gabrilli"|NA|"nao"|"discordancia"
"Mara Gabrili | Vice Presidente | SÃ£o Paulo"|" maragabrilli A sensatez passou longe  A Ãºnica coisa que sobra é sua isenóão diante do maior corrupto de todos os tempos q matou Celso Daniel e quase acaba com sua família  mas vc acha melhor ficar isenta  Isso tem nome   hipocrisia "|"Mara Gabrilli"|NA|"sim"|"hipocrisia"
"Mara Gabrili | Vice Presidente | SÃ£o Paulo"|" Rafael B17 38  RIC0 PINHEIR0     maragabrilli  ptnuncamais   esquerdanuncamais   lulaladraonuncamais   bolsonaroreeleito2022 para o bem do Brasil ðŸ  ðŸ  "|"Mara Gabrilli"|NA|"nao"|NA
"Mara Gabrili | Vice Presidente | SÃ£o Paulo"|" maragabrilli Isentona que chama   Que vergonha hein Senadora    "|"Mara Gabrilli"|NA|"sim"|"vergonha"
"Mara Gabrili | Vice Presidente | SÃ£o Paulo"|" DonaLunar  PSDBoficial     maragabrilli  Poder360 Circo é o que foi feito por este animal miliciano na pandemia  Circo é o que este animal miliciano faz todos os dias na presidência  Vai ser corrido em Outubro e estó seita de idiotas vai acabar "|"Mara Gabrilli"|NA|"nao"|"bolsonaro"
"Mara Gabrili | Vice Presidente | SÃ£o Paulo"|" maragabrilli Vai aceitar o apoio do seu partido ao l drão  calada  Desrespeitar a memória do seu pai  Nada é pior que isso "|"Mara Gabrilli"|NA|"nao"|"discordancia"
"Mara Gabrili | Vice Presidente | SÃ£o Paulo"|" o antagonista    ignora o sentimento e a realidade da  maragabrilli  Farinha pouca  meu pirão primeiro  Não sei quem é pior    ou  LulaOficial  Porém    do partido de  MichelTemer que foi chamado de golpista  ódio puro   A cabo eleitoral do Lulaladrão  https   t co V3pGmtJDOo"|"Mara Gabrilli"|NA|"nao"|"simone/lula"
"Mara Gabrili | Vice Presidente | SÃ£o Paulo"|" maragabrilli Curioso  Mara Gabrilli  Sua presidente apoia o lu la drão  direta ou indiretamente  ela apoia      Ela nunca faz críticas Ã  quadrilha petista  Nunca relembra a corrupóão do PT      Quem diró falar sobre Celso Daniel  não é mesmo "|"Mara Gabrilli"|NA|"nao"|"simone/lula"
"Mara Gabrili | Vice Presidente | SÃ£o Paulo"|"    LulaOficial Que vergonha   Aonde estó a indignaóão com os roubos do  expresidiório  E a acusaóão da sua vice  maragabrilli  a respeito do assassinato de Celso Daniel  Passou pano  Também não se indignou    Por essa e por outras  NUNCA mais se elegeró  Hipócrita e sem moral   "|"Mara Gabrilli"|NA|"nao"|"simone/lula"
"Mara Gabrili | Vice Presidente | SÃ£o Paulo"|"    maragabrilli Lula ridicularizando Serra  https   t co vLD36rLSOF"|"Mara Gabrilli"|NA|"nao"|"lula"
"Mara Gabrili | Vice Presidente | SÃ£o Paulo"|" Estadao  fausto macedo ðŸ               Lulaladrão mandou matar Celso Daniel e senadora  maragabrilli  estrega tudo  Geraldo Alkimin era o governador e passou o pano  ðŸ               Deus tenha misericórdia do povo brasileiro  https   t co gW3r7x38gi"|"Mara Gabrilli"|NA|"nao"|"lula"
"Mara Gabrili | Vice Presidente | SÃ£o Paulo"|"    maragabrilli Você devia tomar vergonha na sua cara e parar de usar a deficiencia da sua vice como bandeira "|"Mara Gabrilli"|NA|"nao"|"simone"
"Mara Gabrili | Vice Presidente | SÃ£o Paulo"|"   Durante a pandemia  o consórcio nordeste    desviou pelo menos 50 milhoes do  dinheiro pÃºblico e isso não precisa ser investigado  O  ptbrasil é acusado diretamente pela sua candidata a vice presidente  maragabrilli de comandar um esquema de corrupóão     "|"Mara Gabrilli"|NA|"nao"|"simone/lula"
"Mara Gabrili | Vice Presidente | SÃ£o Paulo"|" maragabrilli Sua declaraóão é um duplipensar  Não se pode fazer uma declaraóão daquelas  e depois dizer que votaró nulo que beneficia o ladrão e dizer que é pelo povo  Sua fala Gabrilli tem a quase coerência do discurso do Ciro  nenhuma coerencia "|"Mara Gabrilli"|NA|"sim"|"incoerente"
"Mara Gabrili | Vice Presidente | SÃ£o Paulo"|" direitonoponto  maragabrilli Esse lixo deve querer ser a sucessora do ladrão "|"Mara Gabrilli"|NA|"sim"|"lixo"
